Functional Family, Cluster, Starting Index, Length, Levenshtein Distance Similarity, K-mer Similarity, Further Comparison
2.120.10.80.FF8698, 2.120.10.80.FF8698/a, 120, 0, 15, 0, False
2.120.10.80.FF8699, 2.120.10.80.FF8699/a, 122, 0, 17, 0, False
2.120.10.80.FF8708, 2.120.10.80.FF8708/a, 12, 0, 16, 0, False
2.120.10.80.FF8711, 2.120.10.80.FF8711/a, 111, 0, 17, 0, False
2.120.10.80.FF8747, 2.120.10.80.FF8747/a, 107, 0, 25, 0, False
2.120.10.80.FF8713, 2.120.10.80.FF8713/a, 45, 0, 16, 0, False
2.120.10.80.FF8733, 2.120.10.80.FF8733/a, 48, 0, 17, 0, False
2.120.10.80.FF8738, 2.120.10.80.FF8738/a, 43, 0, 23, 0, False
2.120.10.80.FF8744, 2.120.10.80.FF8744/a, 54, 0, 21, 0, False
2.120.10.80.FF8756, 2.120.10.80.FF8756/a, 39, 0, 31, 0, False
2.120.10.80.FF8768, 2.120.10.80.FF8768/a, 26, 0, 44, 0, False
2.120.10.80.FF8770, 2.120.10.80.FF8770/a, 74, 0, 18, 0, False
2.120.10.80.FF8777, 2.120.10.80.FF8777/a, 14, 0, 17, 0, False
2.120.10.80.FF8780, 2.120.10.80.FF8780/a, 10, 0, 17, 0, False
2.120.10.80.FF8793, 2.120.10.80.FF8793/a, 19, 0, 17, 0, False
2.120.10.80.FF8779, 2.120.10.80.FF8779/a, 0, 0, 20, 0, False
2.120.10.80.FF8795, 2.120.10.80.FF8795/a, 8, 0, 15, 0, False
2.120.10.80.FF8798, 2.120.10.80.FF8798/a, 32, 0, 18, 0, False
2.120.10.80.FF8838, 2.120.10.80.FF8838/a, 17, 0, 17, 0, False
2.120.10.80.FF8841, 2.120.10.80.FF8841/a, 6, 0, 41, 0, False
2.120.10.80.FF8843, 2.120.10.80.FF8843/a, 66, 0, 46, 0, False
2.120.10.80.FF8809, 2.120.10.80.FF8809/a, 9, 0, 42, 0, False
2.120.10.80.FF8856, 2.120.10.80.FF8856/a, 23, 0, 17, 0, False
2.120.10.90.FF2618, 2.120.10.90.FF2618/a, 117, 0, 48, 0, False
2.120.10.80.FF8804, 2.120.10.80.FF8804/a, 28, 0, 34, 0, False
2.120.10.80.FF931, 2.120.10.80.FF931/a, 14, 0, 18, 0, False
2.120.10.90.FF1581, 2.120.10.90.FF1581/a, 46, 0, 18, 0, False
2.130.10.10.FF100020, 2.130.10.10.FF100020/a, 150, 0, 14, 0, False
2.120.10.90.FF2623, 2.120.10.90.FF2623/a, 8, 0, 40, 0, False
2.130.10.10.FF10018, 2.130.10.10.FF10018/a, 22, 0, 16, 0, False
2.130.10.10.FF100190, 2.130.10.10.FF100190/a, 0, 0, 14, 0, False
2.130.10.10.FF100223, 2.130.10.10.FF100223/a, 18, 0, 22, 0, False
2.130.10.10.FF100427, 2.130.10.10.FF100427/a, 39, 0, 11, 0, False
2.130.10.10.FF10076, 2.130.10.10.FF10076/a, 107, 0, 46, 0, False
2.130.10.10.FF101883, 2.130.10.10.FF101883/a, 73, 0, 16, 0, False
2.130.10.10.FF101962, 2.130.10.10.FF101962/a, 1, 0, 18, 0, False
2.130.10.10.FF102056, 2.130.10.10.FF102056/a, 59, 69, 70, 0, True
2.130.10.10.FF102065, 2.130.10.10.FF102065/a, 51, 0, 41, 0, False
2.130.10.10.FF102081, 2.130.10.10.FF102081/a, 177, 0, 54, 0, False
2.130.10.10.FF102081, 2.130.10.10.FF102081/a, 143, 0, 20, 0, False
2.130.10.10.FF102081, 2.130.10.10.FF102081/a, 99, 0, 20, 0, False
2.130.10.10.FF102096, 2.130.10.10.FF102096/a, 36, 0, 17, 0, False
2.130.10.10.FF101895, 2.130.10.10.FF101895/a, 17, 0, 33, 0, False
2.130.10.10.FF102068, 2.130.10.10.FF102068/a, 3, 0, 15, 0, False
2.130.10.10.FF102069, 2.130.10.10.FF102069/a, 66, 0, 17, 0, False
2.130.10.10.FF102116, 2.130.10.10.FF102116/a, 21, 0, 29, 0, False
2.130.10.10.FF102128, 2.130.10.10.FF102128/a, 38, 0, 26, 0, False
2.130.10.10.FF102196, 2.130.10.10.FF102196/a, 36, 0, 20, 0, False
2.130.10.10.FF102211, 2.130.10.10.FF102211/a, 7, 0, 16, 0, False
2.130.10.10.FF102108, 2.130.10.10.FF102108/a, 1, 0, 17, 0, False
2.130.10.10.FF102141, 2.130.10.10.FF102141/a, 14, 0, 15, 0, False
2.130.10.10.FF102168, 2.130.10.10.FF102168/a, 46, 0, 22, 0, False
2.130.10.10.FF102145, 2.130.10.10.FF102145/a, 11, 0, 16, 0, False
2.130.10.10.FF102220, 2.130.10.10.FF102220/a, 66, 0, 45, 0, False
2.130.10.10.FF102257, 2.130.10.10.FF102257/a, 17, 0, 15, 0, False
2.130.10.10.FF102238, 2.130.10.10.FF102238/a, 56, 0, 20, 0, False
2.130.10.10.FF102259, 2.130.10.10.FF102259/a, 73, 0, 27, 0, False
2.130.10.10.FF102262, 2.130.10.10.FF102262/a, 15, 0, 16, 0, False
2.130.10.10.FF102269, 2.130.10.10.FF102269/a, 0, 0, 18, 0, False
2.130.10.10.FF102290, 2.130.10.10.FF102290/a, 40, 0, 16, 0, False
2.130.10.10.FF102291, 2.130.10.10.FF102291/a, 19, 0, 17, 0, False
2.130.10.10.FF102296, 2.130.10.10.FF102296/a, 128, 0, 40, 0, False
2.130.10.10.FF102309, 2.130.10.10.FF102309/a, 57, 0, 52, 0, False
2.130.10.10.FF102261, 2.130.10.10.FF102261/a, 37, 0, 17, 0, False
2.130.10.10.FF102307, 2.130.10.10.FF102307/a, 51, 0, 32, 0, False
2.130.10.10.FF102319, 2.130.10.10.FF102319/a, 236, 0, 24, 0, False
2.130.10.10.FF102331, 2.130.10.10.FF102331/a, 43, 0, 15, 0, False
2.130.10.10.FF102332, 2.130.10.10.FF102332/a, 48, 0, 32, 0, False
2.130.10.10.FF102359, 2.130.10.10.FF102359/a, 29, 0, 49, 0, False
2.130.10.10.FF102373, 2.130.10.10.FF102373/a, 98, 0, 17, 0, False
2.130.10.10.FF102379, 2.130.10.10.FF102379/a, 4, 0, 18, 0, False
2.160.10.10.FF54189, 2.160.10.10.FF54189/a, 44, 0, 17, 0, False
2.160.10.10.FF54647, 2.160.10.10.FF54647/a, 108, 0, 18, 0, False
2.160.10.10.FF55471, 2.160.10.10.FF55471/a, 77, 0, 27, 0, False
2.160.10.10.FF55481, 2.160.10.10.FF55481/a, 38, 0, 30, 0, False
2.160.10.10.FF55162, 2.160.10.10.FF55162/a, 48, 0, 18, 0, False
2.160.10.10.FF55379, 2.160.10.10.FF55379/a, 42, 0, 20, 0, False
2.160.10.10.FF55383, 2.160.10.10.FF55383/a, 13, 0, 26, 0, False
2.160.10.10.FF55472, 2.160.10.10.FF55472/a, 44, 0, 34, 0, False
2.160.10.10.FF55823, 2.160.10.10.FF55823/a, 143, 0, 18, 0, False
2.160.10.10.FF55732, 2.160.10.10.FF55732/a, 76, 0, 17, 0, False
2.160.10.10.FF55870, 2.160.10.10.FF55870/a, 73, 0, 21, 0, False
2.160.10.10.FF5590, 2.160.10.10.FF5590/a, 29, 0, 17, 0, False
2.160.10.10.FF5598, 2.160.10.10.FF5598/a, 130, 0, 18, 0, False
2.160.10.10.FF56204, 2.160.10.10.FF56204/a, 77, 0, 20, 0, False
2.160.10.10.FF56215, 2.160.10.10.FF56215/a, 6, 0, 17, 0, False
2.160.10.10.FF56248, 2.160.10.10.FF56248/a, 141, 0, 18, 0, False
2.160.10.10.FF56188, 2.160.10.10.FF56188/a, 18, 0, 22, 0, False
2.160.10.10.FF56294, 2.160.10.10.FF56294/a, 40, 0, 26, 0, False
2.160.10.10.FF56375, 2.160.10.10.FF56375/a, 106, 0, 19, 0, False
2.160.10.10.FF56500, 2.160.10.10.FF56500/a, 140, 0, 20, 0, False
2.160.10.10.FF56696, 2.160.10.10.FF56696/a, 103, 0, 32, 0, False
2.160.10.10.FF56831, 2.160.10.10.FF56831/a, 5, 0, 18, 0, False
2.160.10.10.FF5797, 2.160.10.10.FF5797/a, 7, 0, 15, 0, False
2.160.10.10.FF58178, 2.160.10.10.FF58178/a, 62, 0, 21, 0, False
2.160.10.10.FF56311, 2.160.10.10.FF56311/a, 73, 0, 27, 0, False
2.160.10.10.FF56499, 2.160.10.10.FF56499/a, 16, 0, 22, 0, False
2.160.10.10.FF56643, 2.160.10.10.FF56643/a, 42, 0, 18, 0, False
2.160.10.10.FF56704, 2.160.10.10.FF56704/a, 22, 0, 30, 0, False
2.160.10.10.FF56823, 2.160.10.10.FF56823/a, 0, 0, 18, 0, False
2.160.10.10.FF5837, 2.160.10.10.FF5837/a, 0, 0, 18, 0, False
2.160.10.10.FF58514, 2.160.10.10.FF58514/a, 73, 0, 19, 0, False
2.160.10.10.FF58517, 2.160.10.10.FF58517/a, 140, 0, 17, 0, False
2.160.10.10.FF58528, 2.160.10.10.FF58528/a, 0, 0, 15, 0, False
2.160.10.10.FF58563, 2.160.10.10.FF58563/a, 0, 0, 20, 0, False
2.160.10.10.FF58686, 2.160.10.10.FF58686/a, 65, 0, 16, 0, False
2.160.10.10.FF58833, 2.160.10.10.FF58833/a, 0, 0, 17, 0, False
2.160.10.10.FF58958, 2.160.10.10.FF58958/a, 76, 0, 22, 0, False
2.160.10.10.FF58982, 2.160.10.10.FF58982/a, 21, 0, 19, 0, False
2.160.10.10.FF59071, 2.160.10.10.FF59071/a, 141, 0, 21, 0, False
2.160.10.10.FF59316, 2.160.10.10.FF59316/a, 28, 0, 18, 0, False
2.160.10.10.FF59427, 2.160.10.10.FF59427/a, 20, 0, 21, 0, False
2.160.10.10.FF59554, 2.160.10.10.FF59554/a, 4, 0, 18, 0, False
2.160.10.10.FF5969, 2.160.10.10.FF5969/a, 68, 0, 17, 0, False
2.160.10.10.FF59956, 2.160.10.10.FF59956/a, 62, 0, 15, 0, False
2.160.10.10.FF60396, 2.160.10.10.FF60396/a, 49, 0, 22, 0, False
2.160.10.10.FF60461, 2.160.10.10.FF60461/a, 109, 0, 17, 0, False
2.160.10.10.FF58533, 2.160.10.10.FF58533/a, 61, 0, 16, 0, False
2.160.10.10.FF58674, 2.160.10.10.FF58674/a, 85, 0, 19, 0, False
2.160.10.10.FF58772, 2.160.10.10.FF58772/a, 82, 0, 18, 0, False
2.160.10.10.FF58837, 2.160.10.10.FF58837/a, 80, 0, 18, 0, False
2.160.10.10.FF59, 2.160.10.10.FF59/a, 39, 0, 21, 0, False
2.160.10.10.FF59297, 2.160.10.10.FF59297/a, 0, 0, 24, 0, False
2.160.10.10.FF59970, 2.160.10.10.FF59970/a, 52, 0, 17, 0, False
2.160.10.10.FF60179, 2.160.10.10.FF60179/a, 19, 0, 18, 0, False
2.160.10.10.FF60756, 2.160.10.10.FF60756/a, 79, 0, 19, 0, False
2.160.10.10.FF60935, 2.160.10.10.FF60935/a, 75, 0, 17, 0, False
2.160.10.10.FF61056, 2.160.10.10.FF61056/a, 51, 0, 20, 0, False
2.160.10.10.FF60787, 2.160.10.10.FF60787/a, 82, 0, 19, 0, False
2.160.10.10.FF61055, 2.160.10.10.FF61055/a, 23, 0, 18, 0, False
2.160.10.10.FF6132, 2.160.10.10.FF6132/a, 42, 0, 15, 0, False
2.160.10.10.FF61112, 2.160.10.10.FF61112/a, 44, 0, 21, 0, False
2.160.10.10.FF61257, 2.160.10.10.FF61257/a, 73, 0, 18, 0, False
2.160.10.10.FF6179, 2.160.10.10.FF6179/a, 8, 0, 19, 0, False
2.160.10.10.FF61669, 2.160.10.10.FF61669/a, 74, 0, 18, 0, False
2.160.10.10.FF6180, 2.160.10.10.FF6180/a, 79, 0, 15, 0, False
2.160.10.10.FF6186, 2.160.10.10.FF6186/a, 67, 0, 29, 0, False
2.160.10.10.FF61882, 2.160.10.10.FF61882/a, 73, 0, 24, 0, False
2.160.10.10.FF61961, 2.160.10.10.FF61961/a, 8, 0, 29, 0, False
2.160.10.10.FF61894, 2.160.10.10.FF61894/a, 37, 0, 22, 0, False
2.160.10.10.FF62042, 2.160.10.10.FF62042/a, 53, 0, 21, 0, False
2.160.10.10.FF62069, 2.160.10.10.FF62069/a, 173, 0, 16, 0, False
2.160.10.10.FF62121, 2.160.10.10.FF62121/a, 40, 0, 24, 0, False
2.160.10.10.FF62131, 2.160.10.10.FF62131/a, 105, 0, 19, 0, False
2.160.10.10.FF62134, 2.160.10.10.FF62134/a, 111, 0, 16, 0, False
2.160.10.10.FF62129, 2.160.10.10.FF62129/a, 112, 0, 19, 0, False
2.160.10.10.FF62130, 2.160.10.10.FF62130/a, 157, 0, 20, 0, False
2.160.10.10.FF62395, 2.160.10.10.FF62395/a, 100, 0, 21, 0, False
2.160.10.10.FF6241, 2.160.10.10.FF6241/a, 15, 0, 15, 0, False
2.160.10.10.FF62549, 2.160.10.10.FF62549/a, 20, 0, 17, 0, False
2.160.10.10.FF6267, 2.160.10.10.FF6267/a, 92, 0, 15, 0, False
2.160.10.10.FF62899, 2.160.10.10.FF62899/a, 146, 0, 17, 0, False
2.160.10.10.FF63044, 2.160.10.10.FF63044/a, 44, 0, 21, 0, False
2.160.10.10.FF63166, 2.160.10.10.FF63166/a, 24, 0, 22, 0, False
2.160.10.10.FF63167, 2.160.10.10.FF63167/a, 30, 0, 19, 0, False
2.160.10.10.FF63177, 2.160.10.10.FF63177/a, 43, 0, 16, 0, False
2.160.10.10.FF63174, 2.160.10.10.FF63174/a, 9, 0, 18, 0, False
2.160.10.10.FF63180, 2.160.10.10.FF63180/a, 105, 0, 21, 0, False
2.160.10.10.FF63182, 2.160.10.10.FF63182/a, 159, 0, 19, 0, False
2.160.10.10.FF64244, 2.160.10.10.FF64244/a, 26, 0, 17, 0, False
2.160.10.10.FF64441, 2.160.10.10.FF64441/a, 67, 0, 20, 0, False
2.160.10.10.FF6512, 2.160.10.10.FF6512/a, 90, 0, 18, 0, False
2.160.10.10.FF65322, 2.160.10.10.FF65322/a, 143, 0, 20, 0, False
2.160.10.10.FF63298, 2.160.10.10.FF63298/a, 1, 0, 28, 0, False
2.160.10.10.FF63310, 2.160.10.10.FF63310/a, 14, 0, 17, 0, False
2.160.10.10.FF63696, 2.160.10.10.FF63696/a, 47, 0, 18, 0, False
2.160.10.10.FF64238, 2.160.10.10.FF64238/a, 103, 0, 25, 0, False
2.160.10.10.FF6531, 2.160.10.10.FF6531/a, 112, 0, 38, 0, False
2.160.10.10.FF65361, 2.160.10.10.FF65361/a, 71, 0, 26, 0, False
2.160.10.10.FF65423, 2.160.10.10.FF65423/a, 139, 0, 27, 0, False
2.160.10.10.FF6546, 2.160.10.10.FF6546/a, 56, 0, 17, 0, False
2.160.10.10.FF65535, 2.160.10.10.FF65535/a, 107, 0, 18, 0, False
2.160.10.10.FF66417, 2.160.10.10.FF66417/a, 71, 0, 28, 0, False
2.160.10.10.FF66610, 2.160.10.10.FF66610/a, 43, 0, 31, 0, False
2.160.10.10.FF67085, 2.160.10.10.FF67085/a, 87, 0, 21, 0, False
2.160.10.10.FF67420, 2.160.10.10.FF67420/a, 100, 0, 20, 0, False
2.160.10.10.FF67621, 2.160.10.10.FF67621/a, 88, 0, 17, 0, False
2.160.10.10.FF67772, 2.160.10.10.FF67772/a, 49, 0, 17, 0, False
2.160.10.10.FF6580, 2.160.10.10.FF6580/a, 144, 0, 45, 0, False
2.160.10.10.FF6583, 2.160.10.10.FF6583/a, 1, 0, 15, 0, False
2.160.10.10.FF65914, 2.160.10.10.FF65914/a, 44, 0, 18, 0, False
2.160.10.10.FF6635, 2.160.10.10.FF6635/a, 13, 0, 16, 0, False
2.160.10.10.FF66402, 2.160.10.10.FF66402/a, 85, 0, 20, 0, False
2.160.10.10.FF66407, 2.160.10.10.FF66407/a, 76, 0, 18, 0, False
2.160.10.10.FF66772, 2.160.10.10.FF66772/a, 44, 0, 22, 0, False
2.160.10.10.FF66770, 2.160.10.10.FF66770/a, 137, 0, 26, 0, False
2.160.10.10.FF68263, 2.160.10.10.FF68263/a, 43, 0, 28, 0, False
2.160.10.10.FF68671, 2.160.10.10.FF68671/a, 50, 0, 31, 0, False
2.160.10.10.FF6871, 2.160.10.10.FF6871/a, 40, 0, 13, 0, False
2.160.10.10.FF6897, 2.160.10.10.FF6897/a, 29, 0, 17, 0, False
2.160.10.10.FF69237, 2.160.10.10.FF69237/a, 121, 0, 20, 0, False
2.160.10.10.FF68320, 2.160.10.10.FF68320/a, 81, 0, 27, 0, False
2.160.10.10.FF690, 2.160.10.10.FF690/a, 78, 0, 19, 0, False
2.160.10.10.FF68569, 2.160.10.10.FF68569/a, 175, 0, 17, 0, False
2.160.10.10.FF69205, 2.160.10.10.FF69205/a, 82, 0, 18, 0, False
2.160.10.10.FF69214, 2.160.10.10.FF69214/a, 111, 0, 19, 0, False
2.160.10.10.FF69752, 2.160.10.10.FF69752/a, 16, 0, 18, 0, False
2.160.10.10.FF70540, 2.160.10.10.FF70540/a, 191, 0, 22, 0, False
2.160.10.10.FF70139, 2.160.10.10.FF70139/a, 48, 0, 20, 0, False
2.30.29.30.FF22631, 2.30.29.30.FF22631/a, 95, 0, 44, 0, False
2.30.29.30.FF22636, 2.30.29.30.FF22636/a, 30, 0, 35, 0, False
2.30.29.30.FF22632, 2.30.29.30.FF22632/a, 28, 0, 31, 0, False
2.30.29.30.FF22654, 2.30.29.30.FF22654/a, 139, 0, 17, 0, False
2.30.29.30.FF22643, 2.30.29.30.FF22643/a, 87, 0, 45, 0, False
2.30.29.30.FF22655, 2.30.29.30.FF22655/a, 6, 0, 33, 0, False
2.30.29.30.FF22656, 2.30.29.30.FF22656/a, 75, 0, 28, 0, False
2.30.29.30.FF22657, 2.30.29.30.FF22657/a, 15, 0, 25, 0, False
2.30.29.30.FF22659, 2.30.29.30.FF22659/a, 114, 0, 50, 0, False
2.30.29.30.FF22660, 2.30.29.30.FF22660/a, 122, 0, 31, 0, False
2.30.29.30.FF22671, 2.30.29.30.FF22671/a, 91, 0, 48, 0, False
2.30.29.30.FF22677, 2.30.29.30.FF22677/a, 111, 0, 27, 0, False
2.30.29.30.FF22680, 2.30.29.30.FF22680/a, 39, 0, 20, 0, False
2.30.29.30.FF22681, 2.30.29.30.FF22681/a, 40, 0, 34, 0, False
2.30.29.30.FF22686, 2.30.29.30.FF22686/a, 158, 95, 66, 0, True
2.30.29.30.FF22788, 2.30.29.30.FF22788/a, 3, 0, 17, 0, False
2.30.29.30.FF22789, 2.30.29.30.FF22789/a, 57, 0, 19, 0, False
2.30.29.30.FF22792, 2.30.29.30.FF22792/a, 27, 0, 32, 0, False
2.30.29.30.FF22759, 2.30.29.30.FF22759/a, 127, 0, 19, 0, False
2.30.29.30.FF22769, 2.30.29.30.FF22769/a, 19, 0, 16, 0, False
2.30.29.30.FF22772, 2.30.29.30.FF22772/a, 17, 55, 64, 0, True
2.30.29.30.FF22781, 2.30.29.30.FF22781/a, 75, 0, 18, 0, False
2.30.29.30.FF22790, 2.30.29.30.FF22790/a, 136, 91, 60, 0, True
2.30.29.30.FF22796, 2.30.29.30.FF22796/a, 16, 0, 35, 0, False
2.30.29.30.FF22799, 2.30.29.30.FF22799/a, 135, 0, 18, 0, False
2.30.29.30.FF22816, 2.30.29.30.FF22816/a, 20, 0, 41, 0, False
2.30.29.30.FF22798, 2.30.29.30.FF22798/a, 146, 0, 25, 0, False
2.30.29.30.FF22800, 2.30.29.30.FF22800/a, 29, 0, 36, 0, False
2.30.29.30.FF22819, 2.30.29.30.FF22819/a, 176, 0, 16, 0, False
2.30.29.30.FF22821, 2.30.29.30.FF22821/a, 82, 0, 28, 0, False
2.30.29.30.FF22891, 2.30.29.30.FF22891/a, 152, 0, 19, 0, False
2.30.29.30.FF22844, 2.30.29.30.FF22844/a, 38, 0, 31, 0, False
2.30.29.30.FF22902, 2.30.29.30.FF22902/a, 136, 0, 40, 0, False
2.30.29.30.FF22905, 2.30.29.30.FF22905/a, 25, 0, 43, 0, False
2.30.29.30.FF22906, 2.30.29.30.FF22906/a, 78, 0, 36, 0, False
2.30.29.30.FF22910, 2.30.29.30.FF22910/a, 143, 0, 22, 0, False
2.30.29.30.FF22943, 2.30.29.30.FF22943/a, 116, 0, 21, 0, False
2.30.29.30.FF22947, 2.30.29.30.FF22947/a, 111, 0, 17, 0, False
2.30.29.30.FF22949, 2.30.29.30.FF22949/a, 90, 0, 34, 0, False
2.30.29.30.FF22911, 2.30.29.30.FF22911/a, 46, 0, 27, 0, False
2.30.29.30.FF22924, 2.30.29.30.FF22924/a, 36, 0, 46, 0, False
2.30.29.30.FF22936, 2.30.29.30.FF22936/a, 39, 115, 63, 0, True
2.30.29.30.FF22952, 2.30.29.30.FF22952/a, 94, 0, 22, 0, False
2.30.29.30.FF233, 2.30.29.30.FF233/a, 3, 0, 17, 0, False
2.30.29.30.FF2389, 2.30.29.30.FF2389/a, 88, 0, 19, 0, False
2.30.29.30.FF22962, 2.30.29.30.FF22962/a, 35, 0, 25, 0, False
2.30.29.30.FF22979, 2.30.29.30.FF22979/a, 164, 0, 20, 0, False
2.30.29.30.FF22979, 2.30.29.30.FF22979/a, 22, 0, 53, 0, False
2.30.29.30.FF22979, 2.30.29.30.FF22979/a, 112, 0, 18, 0, False
2.30.29.30.FF2519, 2.30.29.30.FF2519/a, 42, 0, 19, 0, False
2.30.29.30.FF2582, 2.30.29.30.FF2582/a, 96, 0, 20, 0, False
2.30.29.30.FF2770, 2.30.29.30.FF2770/a, 58, 0, 14, 0, False
2.30.29.30.FF28, 2.30.29.30.FF28/a, 46, 0, 20, 0, False
2.30.29.30.FF2410, 2.30.29.30.FF2410/a, 53, 0, 30, 0, False
2.30.29.30.FF2564, 2.30.29.30.FF2564/a, 19, 0, 17, 0, False
2.30.29.30.FF2589, 2.30.29.30.FF2589/a, 118, 0, 18, 0, False
2.30.29.30.FF2613, 2.30.29.30.FF2613/a, 7, 0, 17, 0, False
2.30.29.30.FF2844, 2.30.29.30.FF2844/a, 74, 0, 17, 0, False
2.30.29.30.FF2920, 2.30.29.30.FF2920/a, 38, 0, 19, 0, False
2.30.29.30.FF3240, 2.30.29.30.FF3240/a, 110, 0, 21, 0, False
2.30.29.30.FF339, 2.30.29.30.FF339/a, 2, 0, 17, 0, False
2.30.29.30.FF3536, 2.30.29.30.FF3536/a, 56, 0, 17, 0, False
2.30.29.30.FF3626, 2.30.29.30.FF3626/a, 139, 0, 18, 0, False
2.30.29.30.FF3059, 2.30.29.30.FF3059/a, 21, 0, 20, 0, False
2.30.29.30.FF3213, 2.30.29.30.FF3213/a, 0, 0, 54, 0, False
2.30.29.30.FF3539, 2.30.29.30.FF3539/a, 56, 0, 16, 0, False
2.30.29.30.FF3766, 2.30.29.30.FF3766/a, 1, 0, 17, 0, False
2.30.29.30.FF3791, 2.30.29.30.FF3791/a, 122, 0, 16, 0, False
2.30.29.30.FF4012, 2.30.29.30.FF4012/a, 7, 0, 17, 0, False
2.30.29.30.FF3713, 2.30.29.30.FF3713/a, 106, 0, 19, 0, False
2.30.29.30.FF3765, 2.30.29.30.FF3765/a, 71, 0, 18, 0, False
2.30.29.30.FF4041, 2.30.29.30.FF4041/a, 105, 0, 17, 0, False
2.30.29.30.FF415, 2.30.29.30.FF415/a, 6, 0, 17, 0, False
2.30.29.30.FF4174, 2.30.29.30.FF4174/a, 37, 0, 19, 0, False
2.30.29.30.FF4230, 2.30.29.30.FF4230/a, 18, 0, 20, 0, False
2.30.29.30.FF4246, 2.30.29.30.FF4246/a, 50, 0, 18, 0, False
2.30.29.30.FF4250, 2.30.29.30.FF4250/a, 121, 0, 20, 0, False
2.30.29.30.FF431, 2.30.29.30.FF431/a, 74, 0, 17, 0, False
2.30.29.30.FF4353, 2.30.29.30.FF4353/a, 132, 0, 19, 0, False
2.30.29.30.FF4504, 2.30.29.30.FF4504/a, 10, 0, 20, 0, False
2.30.29.30.FF4508, 2.30.29.30.FF4508/a, 1, 0, 18, 0, False
2.30.29.30.FF4538, 2.30.29.30.FF4538/a, 94, 0, 19, 0, False
2.30.29.30.FF4572, 2.30.29.30.FF4572/a, 70, 0, 18, 0, False
2.30.29.30.FF468, 2.30.29.30.FF468/a, 3, 0, 18, 0, False
2.30.29.30.FF47, 2.30.29.30.FF47/a, 34, 0, 16, 0, False
2.30.29.30.FF4830, 2.30.29.30.FF4830/a, 28, 0, 17, 0, False
2.30.29.30.FF4841, 2.30.29.30.FF4841/a, 61, 0, 20, 0, False
2.30.29.30.FF4889, 2.30.29.30.FF4889/a, 89, 0, 25, 0, False
2.30.29.30.FF5344, 2.30.29.30.FF5344/a, 88, 0, 20, 0, False
2.30.29.30.FF5346, 2.30.29.30.FF5346/a, 126, 0, 21, 0, False
2.30.29.30.FF5348, 2.30.29.30.FF5348/a, 59, 0, 17, 0, False
2.30.29.30.FF5343, 2.30.29.30.FF5343/a, 123, 0, 21, 0, False
2.30.29.30.FF5374, 2.30.29.30.FF5374/a, 47, 0, 17, 0, False
2.30.29.30.FF5406, 2.30.29.30.FF5406/a, 6, 0, 19, 0, False
2.30.29.30.FF5425, 2.30.29.30.FF5425/a, 21, 0, 19, 0, False
2.30.29.30.FF552, 2.30.29.30.FF552/a, 24, 0, 20, 0, False
2.30.29.30.FF5739, 2.30.29.30.FF5739/a, 10, 0, 20, 0, False
2.30.29.30.FF5814, 2.30.29.30.FF5814/a, 126, 0, 17, 0, False
2.30.29.30.FF6096, 2.30.29.30.FF6096/a, 23, 0, 19, 0, False
2.30.29.30.FF6272, 2.30.29.30.FF6272/a, 116, 0, 20, 0, False
2.30.29.30.FF6445, 2.30.29.30.FF6445/a, 131, 0, 20, 0, False
2.30.29.30.FF6463, 2.30.29.30.FF6463/a, 63, 0, 19, 0, False
2.30.29.30.FF6641, 2.30.29.30.FF6641/a, 127, 0, 19, 0, False
2.30.29.30.FF5993, 2.30.29.30.FF5993/a, 67, 0, 18, 0, False
2.30.29.30.FF6381, 2.30.29.30.FF6381/a, 129, 0, 22, 0, False
2.30.29.30.FF6643, 2.30.29.30.FF6643/a, 110, 0, 16, 0, False
2.30.29.30.FF6645, 2.30.29.30.FF6645/a, 27, 0, 19, 0, False
2.30.29.30.FF6676, 2.30.29.30.FF6676/a, 132, 0, 15, 0, False
2.30.29.30.FF677, 2.30.29.30.FF677/a, 2, 0, 20, 0, False
2.30.29.30.FF679, 2.30.29.30.FF679/a, 49, 0, 20, 0, False
2.30.29.30.FF6909, 2.30.29.30.FF6909/a, 22, 0, 19, 0, False
2.30.29.30.FF7046, 2.30.29.30.FF7046/a, 24, 0, 21, 0, False
2.30.29.30.FF7016, 2.30.29.30.FF7016/a, 76, 0, 18, 0, False
2.30.29.30.FF7036, 2.30.29.30.FF7036/a, 49, 0, 17, 0, False
2.30.29.30.FF7072, 2.30.29.30.FF7072/a, 65, 0, 18, 0, False
2.30.29.30.FF7075, 2.30.29.30.FF7075/a, 95, 0, 20, 0, False
2.30.29.30.FF7087, 2.30.29.30.FF7087/a, 42, 0, 19, 0, False
2.30.29.30.FF7294, 2.30.29.30.FF7294/a, 29, 0, 20, 0, False
2.30.29.30.FF7366, 2.30.29.30.FF7366/a, 126, 0, 19, 0, False
2.30.29.30.FF7608, 2.30.29.30.FF7608/a, 122, 0, 20, 0, False
2.30.29.30.FF7625, 2.30.29.30.FF7625/a, 46, 0, 19, 0, False
2.30.29.30.FF7639, 2.30.29.30.FF7639/a, 126, 0, 21, 0, False
2.30.29.30.FF7699, 2.30.29.30.FF7699/a, 109, 0, 19, 0, False
2.30.29.30.FF7732, 2.30.29.30.FF7732/a, 11, 0, 17, 0, False
2.30.29.30.FF7860, 2.30.29.30.FF7860/a, 81, 0, 20, 0, False
2.30.29.30.FF7425, 2.30.29.30.FF7425/a, 109, 0, 19, 0, False
